a,b,lag,pearson,spearman,pearson_seg,spearman_seg,n
leparisien,la_depeche,-11,0.3978,0.4350,-0.0168,-0.0075,16883
leparisien,la_depeche,-10,0.4037,0.4242,-0.0312,-0.0216,16883
leparisien,la_depeche,-9,0.4307,0.4301,-0.0182,-0.0092,16883
leparisien,la_depeche,-8,0.3946,0.4329,-0.0186,-0.0101,16883
leparisien,la_depeche,-7,0.3663,0.4354,-0.0198,-0.0144,16883
leparisien,la_depeche,-6,0.4156,0.4485,-0.0082,-0.0054,16883
leparisien,la_depeche,-5,0.4340,0.4510,-0.0222,-0.0164,16883
leparisien,la_depeche,-4,0.4420,0.4586,-0.0215,-0.0163,16883
leparisien,la_depeche,-3,0.4305,0.4554,-0.0246,-0.0266,16883
leparisien,la_depeche,-2,0.4311,0.4742,-0.0037,-0.0042,16883
leparisien,la_depeche,-1,0.3375,0.5039,0.0458,0.0341,16883
leparisien,la_depeche,0,0.2857,0.5683,0.1640,0.1713,16883
leparisien,la_depeche,1,0.4871,0.5839,0.1728,0.1686,16883
leparisien,la_depeche,2,0.4148,0.5188,0.0545,0.0509,16883
leparisien,la_depeche,3,0.3582,0.4823,-0.0074,-0.0061,16883
leparisien,la_depeche,4,0.3434,0.4754,-0.0110,-0.0069,16883
leparisien,la_depeche,5,0.3502,0.4621,-0.0298,-0.0229,16883
leparisien,la_depeche,6,0.3506,0.4544,-0.0348,-0.0378,16883
leparisien,la_depeche,7,0.3506,0.4544,-0.0324,-0.0316,16883
leparisien,la_depeche,8,0.3607,0.4578,-0.0216,-0.0218,16883
leparisien,la_depeche,9,0.3626,0.4436,-0.0380,-0.0404,16883
leparisien,la_depeche,10,0.3386,0.4288,-0.0516,-0.0502,16883
leparisien,la_depeche,11,0.3541,0.4317,-0.0476,-0.0454,16883
leparisien,la_depeche,12,0.3304,0.4217,-0.0495,-0.0408,16883
leparisien,la_depeche,13,0.3390,0.4293,-0.0444,-0.0417,16883
leparisien,la_depeche,14,0.3360,0.4197,-0.0454,-0.0460,16883
leparisien,la_depeche,15,0.3487,0.4299,-0.0164,-0.0159,16883
leparisien,leparisien,-15,0.4060,0.4415,-0.0907,-0.0161,16883
leparisien,leparisien,-14,0.5197,0.4663,-0.0512,0.0140,16883
leparisien,leparisien,-13,0.5243,0.4676,-0.0779,-0.0108,16883
leparisien,leparisien,-12,0.4607,0.4674,-0.0719,-0.0009,16883
leparisien,leparisien,-11,0.4519,0.4609,-0.0728,-0.0043,16883
leparisien,leparisien,-10,0.3844,0.4563,-0.0838,-0.0092,16883
leparisien,leparisien,-9,0.4070,0.4687,-0.0891,-0.0174,16883
leparisien,leparisien,-8,0.4401,0.4734,-0.0854,-0.0177,16883
leparisien,leparisien,-7,0.4617,0.4872,-0.0505,-0.0011,16883
leparisien,leparisien,-6,0.4675,0.4983,-0.0696,-0.0140,16883
leparisien,leparisien,-5,0.4517,0.4955,-0.0859,-0.0289,16883
leparisien,leparisien,-4,0.4722,0.4986,-0.0822,-0.0278,16883
leparisien,leparisien,-3,0.4762,0.5111,-0.0846,-0.0283,16883
leparisien,leparisien,-2,0.4557,0.5333,-0.0601,-0.0145,16883
leparisien,leparisien,-1,0.5678,0.5935,-0.0057,0.0280,16883
leparisien,leparisien,0,1.0000,1.0000,1.0000,1.0000,16883
leparisien,leparisien,1,0.7671,0.6623,0.0482,0.0881,16883
leparisien,leparisien,2,0.4441,0.5837,-0.0328,0.0101,16883
leparisien,leparisien,3,0.4612,0.5511,-0.0415,0.0104,16883
leparisien,leparisien,4,0.4132,0.5382,-0.0625,-0.0067,16883
leparisien,leparisien,5,0.4220,0.5183,-0.0748,-0.0189,16883
leparisien,leparisien,6,0.4231,0.5055,-0.0912,-0.0316,16883
leparisien,leparisien,7,0.4000,0.5199,-0.0372,0.0078,16883
leparisien,leparisien,8,0.4212,0.4975,-0.0786,-0.0204,16883
leparisien,leparisien,9,0.3867,0.4794,-0.0904,-0.0305,16883
leparisien,leparisien,10,0.3918,0.4750,-0.0889,-0.0224,16883
leparisien,leparisien,11,0.3756,0.4586,-0.0968,-0.0282,16883
leparisien,leparisien,12,0.3786,0.4612,-0.0827,-0.0188,16883
leparisien,leparisien,13,0.3617,0.4624,-0.0877,-0.0202,16883
leparisien,leparisien,14,0.3611,0.4633,-0.0744,-0.0112,16883
leparisien,leparisien,15,0.3536,0.4660,-0.0798,-0.0083,16883
